Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
GLA,2024,Global,Black,Electric,65604,299,1,No
GLC,2022,Global,Black,Petrol,79235,283,1,Yes
CLA,2020,Global,White,Petrol,81827,304,1,Yes
E-Class,2023,Global,White,Petrol,56932,443,1,Yes
E-Class,2021,Global,White,Petrol,74475,326,1,Yes
GLA,2021,Global,Red,Petrol,43601,349,1,Yes
GLC,2023,Global,Blue,Hybrid,82848,283,1,Yes
A-Class,2022,Global,Silver,Hybrid,66995,168,1,Yes
GLA,2020,Global,White,Petrol,79417,385,1,Yes
GLC,2020,Global,Grey,Petrol,91154,254,1,Yes
C-Class,2025,Global,Silver,Petrol,62683,313,1,Yes
GLE,2023,Global,Silver,Petrol,100542,352,1,Yes
CLA,2023,Global,Grey,Electric,42136,352,1,Yes
GLC,2020,Global,Red,Petrol,83870,473,1,Yes
GLC,2022,Global,Grey,Hybrid,107648,443,1,Yes
A-Class,2023,Global,Black,Diesel,97156,413,1,Yes
CLA,2025,Global,Grey,Petrol,101166,360,1,Yes
GLA,2025,Global,White,Hybrid,97458,303,1,Yes
A-Class,2023,Global,Yellow,Electric,42488,231,1,Yes
GLC,2022,Global,Grey,Petrol,147534,476,1,Yes
E-Class,2023,Global,Silver,Hybrid,84261,488,1,Yes
E-Class,2022,Global,Black,Hybrid,71884,556,1,Yes
C-Class,2021,Global,White,Diesel,86816,425,1,Yes
E-Class,2023,Global,White,Electric,60665,577,1,Yes
GLC,2021,Global,Black,Diesel,62562,510,1,Yes
GLB,2020,Global,Blue,Petrol,41348,281,1,Yes
GLC,2022,Global,Grey,Hybrid,71385,363,1,Yes
C-Class,2020,Global,Yellow,Petrol,82136,422,1,Yes
GLE,2023,Global,Black,Petrol,97340,489,1,Yes
GLE,2023,Global,Yellow,Electric,76481,313,1,Yes
GLE,2024,Global,Blue,Electric,112262,520,1,Yes
GLE,2021,Global,White,Petrol,65066,528,1,Yes
C-Class,2022,Global,Silver,Diesel,71686,293,1,Yes
CLA,2020,Global,White,Hybrid,82752,318,1,Yes
GLC,2023,Global,Silver,Diesel,68803,502,1,Yes
GLB,2020,Global,Yellow,Diesel,66223,316,1,Yes
GLB,2025,Global,Blue,Petrol,105008,331,1,Yes
GLE,2023,Global,Grey,Diesel,99470,496,1,Yes
A-Class,2024,Global,Red,Petrol,65850,405,1,Yes
GLA,2024,Global,Silver,Petrol,87683,282,1,No
GLC,2022,Global,Red,Hybrid,75086,485,1,No
CLS,2024,Global,White,Hybrid,89054,355,1,Yes
GLC,2023,Global,Silver,Diesel,109881,476,1,Yes
GLE,2023,Global,Orange,Diesel,70044,573,1,Yes
GLC,2021,Global,Grey,Petrol,105730,201,1,Yes
GLC,2022,Global,Yellow,Diesel,141045,470,1,No
E-Class,2023,Global,Grey,Diesel,59456,472,1,Yes
GLA,2024,Global,White,Hybrid,66293,258,1,Yes
GLB,2023,Global,White,Hybrid,61362,349,1,No
E-Class,2024,Global,Green,Diesel,89057,450,1,No
GLS,2025,Global,Black,Diesel,301340,547,1,Yes
CLA,2021,Global,Grey,Petrol,85354,325,1,Yes
C-Class,2025,Global,Silver,Hybrid,85849,219,1,No
AMG C 63,2020,Global,Black,Petrol,121209,491,1,Yes
AMG C 63,2024,Global,White,Petrol,173855,487,1,Yes
AMG A 45,2023,Global,Yellow,Petrol,376245,397,1,Yes
GLC,2021,Global,Grey,Hybrid,144325,347,1,No
E-Class,2025,Global,White,Hybrid,75765,594,1,Yes
GLE,2022,Global,Red,Petrol,88084,598,1,Yes
GLC,2023,Global,Black,Hybrid,79929,406,1,No
GLE,2023,Global,White,Hybrid,90670,367,1,Yes
E-Class,2020,Global,Brown,Petrol,60974,462,1,No
GLC,2020,Global,White,Diesel,91540,422,1,No
GLE,2021,Global,Black,Petrol,153220,452,1,Yes
GLC,2020,Global,Black,Diesel,131658,312,1,No
CLA,2022,Global,Black,Diesel,67545,347,1,No
C-Class,2022,Global,Red,Petrol,73376,204,1,Yes
GLC,2025,Global,Red,Electric,83790,261,1,Yes
GLE,2022,Global,Grey,Diesel,72579,251,1,No
GLC,2023,Global,White,Petrol,151591,446,1,No
A-Class,2022,Global,Black,Petrol,76839,374,1,Yes
GLS,2022,Global,White,Petrol,274441,474,1,Yes
GLC,2022,Global,White,Electric,75105,293,1,Yes
GLA,2023,Global,Green,Hybrid,58789,193,1,Yes
GLE,2023,Global,White,Petrol,74832,340,1,Yes
A-Class,2023,Global,Black,Petrol,82645,281,1,No
GLC,2023,Global,White,Hybrid,106615,270,1,Yes
C-Class,2021,Global,Black,Petrol,80102,503,1,Yes
A-Class,2020,Global,White,Petrol,60533,320,1,Yes
C-Class,2024,Global,Black,Petrol,72318,327,1,Yes
C-Class,2020,Global,Black,Petrol,39607,295,1,Yes
G-Class,2023,Global,Grey,Hybrid,366114,504,1,Yes
GLC,2020,Global,Red,Petrol,142500,464,1,Yes
GLB,2021,Global,White,Petrol,40323,326,1,Yes
A-Class,2025,Global,Black,Petrol,42543,308,1,Yes
GLA,2020,Global,Black,Petrol,87748,374,1,No
A-Class,2020,Global,Silver,Diesel,35755,259,1,Yes
C-Class,2023,Global,Grey,Electric,72442,256,1,Yes
CLA,2021,Global,Grey,Petrol,65065,350,1,Yes
AMG A 45,2021,Global,Orange,Hybrid,149724,404,1,Yes
C-Class,2020,Global,Black,Petrol,68396,479,1,Yes
GLE,2023,Global,Grey,Hybrid,108136,343,1,No
GLC,2021,Global,Black,Petrol,86721,353,1,Yes
C-Class,2021,Global,Black,Petrol,72062,272,1,Yes
GLA,2020,Global,Black,Diesel,66605,381,1,Yes
GLA,2022,Global,White,Petrol,91397,323,1,No
GLC,2020,Global,Silver,Petrol,65897,212,1,Yes
C-Class,2022,Global,Red,Petrol,61484,205,1,Yes
C-Class,2020,Global,Black,Petrol,85954,401,1,No
GLC,2023,Global,Grey,Hybrid,133247,256,1,Yes
A-Class,2020,Global,White,Diesel,48582,394,1,Yes
GLB,2024,Global,White,Hybrid,40438,395,1,Yes
GLB,2024,Global,Orange,Hybrid,81792,416,1,Yes
GLC,2020,Global,Green,Petrol,123822,305,1,Yes
GLE,2024,Global,Green,Hybrid,84103,481,1,Yes
G-Class,2022,Global,Silver,Petrol,367062,538,1,Yes
E-Class,2022,Global,Black,Diesel,79279,404,1,Yes
C-Class,2023,Global,White,Hybrid,79713,320,1,Yes
GLS,2023,Global,Grey,Hybrid,258195,587,1,Yes
E-Class,2022,Global,Silver,Petrol,44104,546,1,Yes
GLC,2024,Global,Red,Petrol,120162,365,1,No
GLC,2021,Global,White,Petrol,130863,410,1,Yes
A-Class,2023,Global,Silver,Hybrid,92842,169,1,Yes
GLC,2021,Global,White,Petrol,98174,393,1,Yes
AMG A 45,2023,Global,White,Electric,143704,401,1,Yes
C-Class,2025,Global,White,Electric,86957,267,1,Yes
A-Class,2020,Global,Blue,Petrol,81382,291,1,Yes
GLS,2025,Global,Black,Hybrid,367117,411,1,No
GLC,2022,Global,Black,Petrol,73827,452,1,Yes
A-Class,2022,Global,Orange,Diesel,80246,285,1,Yes
GLC,2025,Global,White,Petrol,82709,294,1,Yes
GLB,2021,Global,Blue,Petrol,70081,199,1,Yes
GLC,2021,Global,Grey,Petrol,137723,370,1,Yes
A-Class,2020,Global,Black,Petrol,80562,406,1,No
GLC,2025,Global,Red,Hybrid,78270,385,1,Yes
GLB,2023,Global,Grey,Petrol,64131,359,1,Yes
GLC,2020,Global,White,Petrol,103446,443,1,Yes
GLB,2024,Global,Grey,Petrol,49308,192,1,Yes
GLC,2020,Global,Black,Diesel,69505,322,1,No
GLS,2021,Global,White,Diesel,132648,454,1,Yes
GLC,2021,Global,Black,Petrol,115313,368,1,Yes
GLE,2024,Global,Black,Hybrid,121689,265,1,Yes
GLC,2023,Global,White,Diesel,151141,444,1,Yes
C-Class,2025,Global,White,Electric,49129,409,1,Yes
E-Class,2023,Global,White,Petrol,55924,447,1,Yes
GLS,2021,Global,Black,Petrol,256237,452,1,Yes
AMG GT,2023,Global,Grey,Petrol,185241,642,1,Yes
A-Class,2023,Global,Silver,Petrol,79487,416,1,Yes
A-Class,2022,Global,Black,Petrol,90282,329,1,Yes
A-Class,2022,Global,Silver,Diesel,88444,340,1,Yes
A-Class,2022,Global,Brown,Petrol,81224,391,1,Yes
GLA,2020,Global,White,Petrol,37332,322,1,Yes
E-Class,2020,Global,Red,Diesel,70746,388,1,No
GLA,2021,Global,Grey,Petrol,59907,337,1,Yes
C-Class,2025,Global,Blue,Petrol,43720,346,1,Yes
C-Class,2024,Global,White,Hybrid,61778,301,1,Yes
GLS,2020,Global,White,Diesel,200341,601,1,Yes
C-Class,2023,Global,Blue,Petrol,85701,214,1,Yes
GLA,2024,Global,Black,Petrol,42402,301,1,No
E-Class,2021,Global,White,Petrol,85633,591,1,Yes
A-Class,2024,Global,White,Petrol,71650,387,1,No
E-Class,2022,Global,Red,Petrol,56475,379,1,Yes
GLA,2023,Global,Yellow,Diesel,62811,214,1,Yes
GLE,2020,Global,White,Petrol,71501,388,1,Yes
E-Class,2020,Global,Grey,Petrol,88943,248,1,Yes
GLA,2025,Global,Blue,Petrol,66972,408,1,Yes
C-Class,2025,Global,Green,Petrol,43774,266,1,Yes
GLC,2021,Global,Black,Diesel,149433,360,1,Yes
A-Class,2022,Global,Blue,Petrol,48928,333,1,Yes
GLS,2024,Global,Black,Hybrid,321658,553,1,Yes
AMG E 63,2023,Global,Silver,Diesel,213754,585,1,Yes
AMG A 45,2021,Global,Blue,Hybrid,211208,406,1,Yes
GLS,2022,Global,Blue,Petrol,132101,398,1,Yes
GLA,2023,Global,Black,Diesel,42447,356,1,Yes
C-Class,2024,Global,Grey,Petrol,56106,228,1,Yes
GLC,2021,Global,Grey,Petrol,123997,390,1,Yes
CLA,2022,Global,Grey,Diesel,87889,277,1,Yes
E-Class,2021,Global,Black,Petrol,61932,286,1,Yes
C-Class,2020,Global,Black,Diesel,61605,342,1,Yes
AMG A 45,2023,Global,Blue,Diesel,189785,417,1,Yes
GLA,2024,Global,Black,Diesel,48440,166,1,Yes
S-Class,2025,Global,Black,Hybrid,269874,602,1,Yes
GLC,2022,Global,Silver,Hybrid,129890,333,1,Yes
C-Class,2020,Global,Black,Diesel,84793,374,1,Yes
A-Class,2025,Global,Grey,Hybrid,104622,346,1,Yes
GLA,2024,Global,Grey,Petrol,70422,405,1,Yes
E-Class,2023,Global,White,Hybrid,90056,601,1,Yes
C-Class,2023,Global,Black,Diesel,94265,265,1,Yes
GLE,2024,Global,Black,Hybrid,164722,528,1,Yes
E-Class,2024,Global,Brown,Petrol,89350,535,1,Yes
C-Class,2024,Global,White,Electric,47615,364,1,Yes
GLC,2020,Global,Grey,Diesel,76197,486,1,Yes
E-Class,2021,Global,Blue,Petrol,55810,255,1,Yes
GLB,2023,Global,White,Petrol,77524,388,1,No
C-Class,2022,Global,Silver,Petrol,38232,316,1,Yes
CLA,2024,Global,Black,Diesel,95532,309,1,No
A-Class,2024,Global,Black,Hybrid,70082,232,1,Yes
GLB,2024,Global,Grey,Hybrid,75616,229,1,Yes
GLA,2021,Global,Yellow,Diesel,48683,166,1,Yes
E-Class,2025,Global,Black,Diesel,105546,519,1,Yes
GLS,2022,Global,Blue,Petrol,314512,441,1,Yes
GLS,2024,Global,White,Petrol,335845,572,1,Yes
E-Class,2022,Global,White,Diesel,69507,200,1,Yes
GLA,2022,Global,Black,Petrol,78820,180,1,Yes
GLC,2024,Global,Black,Diesel,140775,254,1,Yes
GLA,2024,Global,Grey,Diesel,88897,254,1,Yes
CLA,2025,Global,White,Petrol,95655,240,1,Yes
GLA,2023,Global,Red,Petrol,62750,174,1,No
A-Class,2022,Global,Black,Petrol,72230,406,1,Yes
A-Class,2022,Global,Blue,Petrol,46103,180,1,Yes
CLA,2023,Global,Grey,Diesel,47203,317,1,Yes
GLE,2022,Global,Red,Petrol,78438,563,1,Yes
GLE,2020,Global,Black,Diesel,62644,573,1,Yes
A-Class,2020,Global,Silver,Petrol,49829,380,1,Yes
GLA,2023,Global,White,Hybrid,92312,333,1,Yes
GLA,2022,Global,Silver,Petrol,70799,211,1,Yes
E-Class,2021,Global,Silver,Petrol,52667,329,1,No
CLS,2021,Global,Grey,Petrol,65489,481,1,Yes
C-Class,2022,Global,Blue,Petrol,68941,255,1,Yes
C-Class,2020,Global,Red,Petrol,53075,328,1,Yes
GLA,2020,Global,Grey,Petrol,54697,234,1,Yes
E-Class,2022,Global,White,Petrol,89885,602,1,No
GLS,2024,Global,Red,Electric,196119,521,1,Yes
E-Class,2022,Global,White,Petrol,94840,556,1,Yes
AMG A 45,2022,Global,Red,Petrol,292620,409,1,Yes
C-Class,2021,Global,Silver,Petrol,90963,201,1,Yes
C-Class,2023,Global,Black,Electric,73036,486,1,Yes
GLA,2020,Global,Black,Petrol,86938,285,1,Yes
GLS,2022,Global,Black,Hybrid,193682,545,1,Yes
GLA,2022,Global,White,Diesel,55049,160,1,Yes
GLC,2023,Global,Black,Petrol,137387,472,1,Yes
GLA,2024,Global,Black,Hybrid,77174,394,1,Yes
C-Class,2024,Global,White,Hybrid,55168,242,1,No
C-Class,2025,Global,Silver,Petrol,42366,373,1,Yes
GLB,2024,Global,Green,Petrol,98794,229,1,No
A-Class,2025,Global,Silver,Hybrid,60935,153,1,Yes
A-Class,2022,Global,Silver,Petrol,45042,317,1,Yes
GLC,2022,Global,Black,Petrol,96754,386,1,Yes
A-Class,2020,Global,White,Diesel,45859,200,1,Yes
C-Class,2024,Global,White,Diesel,57255,474,1,Yes
GLA,2025,Global,Blue,Diesel,48708,167,1,Yes
A-Class,2020,Global,Black,Diesel,37482,156,1,Yes
CLS,2024,Global,Silver,Diesel,44995,382,1,Yes
S-Class,2021,Global,Silver,Petrol,324702,691,1,Yes
CLA,2022,Global,Grey,Petrol,47424,328,1,Yes
CLA,2024,Global,Black,Electric,99728,291,1,Yes
CLA,2025,Global,Black,Diesel,45316,348,1,Yes
A-Class,2020,Global,Black,Petrol,35759,365,1,Yes
GLB,2025,Global,Black,Petrol,68404,246,1,Yes
GLC,2022,Global,Blue,Petrol,147778,402,1,Yes
GLS,2020,Global,Blue,Petrol,259802,599,1,Yes
E-Class,2020,Global,Grey,Diesel,40195,257,1,Yes
GLB,2023,Global,Blue,Hybrid,86100,209,1,Yes
A-Class,2024,Global,Black,Petrol,74683,191,1,Yes
C-Class,2022,Global,Blue,Petrol,55055,411,1,Yes
GLE,2020,Global,Black,Petrol,82180,565,1,Yes
GLE,2021,Global,White,Petrol,136824,380,1,Yes
A-Class,2023,Global,Brown,Diesel,56537,264,1,Yes
C-Class,2022,Global,White,Petrol,87115,396,1,Yes
GLC,2023,Global,Yellow,Hybrid,72378,389,1,Yes
A-Class,2023,Global,Grey,Petrol,57385,375,1,Yes
GLA,2024,Global,Blue,Hybrid,80949,383,1,Yes
GLC,2021,Global,Silver,Hybrid,122535,337,1,Yes
E-Class,2024,Global,Red,Hybrid,65336,443,1,No
A-Class,2022,Global,Grey,Hybrid,55875,374,1,Yes
A-Class,2024,Global,Silver,Hybrid,79421,371,1,Yes
GLE,2020,Global,Orange,Petrol,119997,465,1,No
GLB,2022,Global,Black,Diesel,46742,160,1,Yes
E-Class,2021,Global,Black,Diesel,86389,211,1,No
C-Class,2021,Global,Grey,Diesel,37752,491,1,Yes
GLC,2021,Global,Black,Petrol,145189,215,1,Yes
GLC,2024,Global,Brown,Hybrid,94030,503,1,Yes
GLA,2025,Global,White,Diesel,47561,214,1,Yes
CLA,2020,Global,White,Diesel,53674,279,1,Yes
A-Class,2024,Global,Black,Hybrid,43005,249,1,Yes
GLC,2024,Global,Grey,Hybrid,79320,206,1,Yes
CLS,2025,Global,White,Hybrid,79974,402,1,Yes
GLE,2022,Global,Brown,Diesel,137302,466,1,Yes
G-Class,2021,Global,Orange,Diesel,184613,537,1,Yes
GLC,2023,Global,Grey,Electric,102095,314,1,Yes
A-Class,2023,Global,Black,Diesel,68218,194,1,Yes
C-Class,2023,Global,Grey,Petrol,98826,460,1,Yes
GLA,2022,Global,White,Petrol,94362,355,1,Yes
A-Class,2022,Global,Black,Hybrid,48079,292,1,Yes
CLS,2020,Global,Red,Petrol,37728,317,1,No
GLE,2021,Global,Black,Diesel,137306,270,1,Yes
GLA,2024,Global,Silver,Petrol,96652,381,1,Yes
GLA,2024,Global,Black,Hybrid,99956,391,1,Yes
GLA,2021,Global,Silver,Petrol,59166,396,1,Yes
A-Class,2021,Global,Grey,Petrol,58709,334,1,Yes
GLC,2021,Global,Black,Electric,134818,311,1,Yes
GLC,2021,Global,Red,Diesel,124814,461,1,Yes
A-Class,2020,Global,Black,Diesel,76412,233,1,Yes
GLE,2023,Global,White,Petrol,105246,471,1,Yes
GLE,2023,Global,Silver,Electric,155087,330,1,Yes
C-Class,2020,Global,White,Petrol,75020,301,1,Yes
A-Class,2020,Global,White,Petrol,82181,153,1,No
GLC,2024,Global,Blue,Hybrid,107644,402,1,No
AMG A 45,2020,Global,White,Petrol,270567,391,1,Yes
S-Class,2020,Global,Grey,Petrol,325363,684,1,Yes
A-Class,2021,Global,White,Petrol,77731,410,1,Yes
GLE,2023,Global,Grey,Hybrid,134636,341,1,No
S-Class,2022,Global,Grey,Petrol,274673,735,1,Yes
A-Class,2025,Global,Blue,Hybrid,72793,215,1,Yes
GLC,2024,Global,White,Petrol,154047,446,1,Yes
GLC,2022,Global,Grey,Petrol,73087,446,1,Yes
A-Class,2021,Global,Black,Petrol,55702,312,1,Yes
GLC,2022,Global,Blue,Petrol,81976,483,1,Yes
CLA,2025,Global,Black,Hybrid,64421,356,1,Yes
A-Class,2024,Global,White,Diesel,69190,382,1,No
E-Class,2020,Global,Orange,Diesel,54860,251,1,Yes
C-Class,2023,Global,Black,Electric,65315,475,1,Yes
GLA,2021,Global,Silver,Diesel,44890,336,1,Yes
GLB,2025,Global,Silver,Petrol,64212,225,1,Yes
A-Class,2024,Global,Green,Hybrid,95464,272,1,Yes
A-Class,2023,Global,Black,Petrol,93646,281,1,Yes
A-Class,2021,Global,Grey,Petrol,41323,229,1,Yes
A-Class,2020,Global,White,Petrol,58360,191,1,Yes
CLA,2020,Global,Black,Hybrid,39442,230,1,Yes
C-Class,2023,Global,Silver,Petrol,49621,267,1,No
A-Class,2022,Global,Silver,Petrol,81711,266,1,Yes
G-Class,2024,Global,Black,Diesel,167250,501,1,Yes
GLB,2024,Global,White,Petrol,58485,207,1,Yes
CLA,2023,Global,Red,Petrol,49327,357,1,Yes
CLA,2022,Global,White,Petrol,59382,287,1,No
C-Class,2022,Global,Black,Hybrid,55852,475,1,Yes
GLB,2022,Global,Black,Hybrid,71369,248,1,Yes
E-Class,2024,Global,Green,Petrol,76273,238,1,Yes
A-Class,2022,Global,White,Petrol,71820,417,1,Yes
GLB,2024,Global,Black,Electric,75018,226,1,Yes
GLC,2022,Global,Black,Hybrid,99139,410,1,Yes
GLC,2025,Global,Black,Hybrid,115095,383,1,Yes
GLE,2020,Global,White,Diesel,116737,541,1,Yes
GLA,2023,Global,White,Petrol,43626,317,1,No
GLE,2022,Global,Black,Petrol,100833,409,1,Yes
GLE,2020,Global,Black,Petrol,70405,281,1,Yes
GLA,2023,Global,Black,Petrol,98553,227,1,Yes
C-Class,2023,Global,White,Diesel,61889,366,1,Yes
S-Class,2021,Global,Black,Petrol,167584,620,1,Yes
C-Class,2022,Global,Black,Petrol,43388,257,1,Yes
E-Class,2023,Global,Green,Hybrid,92573,311,1,Yes
E-Class,2023,Global,Yellow,Electric,64746,227,1,Yes
C-Class,2023,Global,Blue,Petrol,81778,311,1,Yes
C-Class,2021,Global,Blue,Hybrid,58297,437,1,Yes
AMG A 45,2023,Global,Blue,Hybrid,316908,397,1,No
AMG A 45,2021,Global,Green,Petrol,176727,399,1,Yes
GLC,2023,Global,Black,Diesel,138458,468,1,Yes
GLS,2025,Global,Silver,Diesel,273913,402,1,Yes
GLC,2024,Global,Black,Petrol,153319,419,1,Yes
GLC,2025,Global,Green,Electric,112676,271,1,Yes
G-Class,2020,Global,White,Petrol,293479,567,1,Yes
S-Class,2024,Global,Black,Hybrid,295304,541,1,Yes
CLA,2024,Global,Grey,Electric,92979,342,1,Yes
C-Class,2023,Global,Black,Diesel,61420,378,1,Yes
CLA,2023,Global,Black,Petrol,64114,312,1,Yes
A-Class,2025,Global,Red,Electric,89034,401,1,Yes
GLE,2020,Global,Silver,Diesel,66019,438,1,Yes
AMG E 63,2025,Global,Silver,Hybrid,303186,608,1,Yes
GLC,2020,Global,Brown,Petrol,93339,369,1,Yes
S-Class,2020,Global,White,Petrol,175870,492,1,Yes
C-Class,2022,Global,Silver,Diesel,42588,404,1,Yes
C-Class,2024,Global,White,Electric,44823,335,1,No
GLE,2025,Global,Black,Hybrid,133951,466,1,Yes
GLC,2022,Global,Red,Petrol,132691,382,1,Yes
E-Class,2021,Global,Brown,Diesel,86297,202,1,Yes
CLS,2024,Global,Black,Petrol,54615,486,1,Yes
GLE,2024,Global,Silver,Hybrid,79833,353,1,Yes
GLE,2025,Global,White,Electric,153027,300,1,No
A-Class,2023,Global,Red,Electric,47036,293,1,Yes
E-Class,2025,Global,Black,Electric,47341,305,1,Yes
GLA,2025,Global,Red,Petrol,97623,251,1,Yes
GLB,2020,Global,Black,Petrol,45787,284,1,Yes
GLC,2025,Global,Silver,Hybrid,157668,402,1,Yes
GLA,2021,Global,Grey,Petrol,89382,417,1,Yes
GLA,2020,Global,White,Petrol,45057,364,1,Yes
CLA,2020,Global,Black,Diesel,86836,242,1,Yes
CLA,2022,Global,White,Petrol,80491,221,1,Yes
A-Class,2024,Global,Black,Petrol,77644,217,1,No
C-Class,2021,Global,White,Diesel,38207,286,1,Yes
C-Class,2020,Global,Red,Diesel,46108,277,1,Yes
GLA,2021,Global,Black,Petrol,71472,300,1,No
E-Class,2022,Global,White,Electric,96203,589,1,Yes
GLE,2024,Global,Grey,Electric,152038,296,1,Yes
C-Class,2025,Global,Silver,Hybrid,95325,443,1,Yes
GLA,2023,Global,Red,Petrol,75882,275,1,Yes
A-Class,2025,Global,Green,Hybrid,45065,189,1,No
E-Class,2020,Global,White,Petrol,78641,309,1,Yes
A-Class,2024,Global,Brown,Diesel,55537,293,1,Yes
GLC,2023,Global,Silver,Petrol,94328,215,1,Yes
E-Class,2023,Global,Silver,Petrol,66838,341,1,Yes
S-Class,2024,Global,Black,Petrol,380278,595,1,Yes
GLE,2024,Global,Orange,Diesel,151364,388,1,Yes
A-Class,2023,Global,Black,Petrol,67130,395,1,Yes
GLE,2020,Global,White,Diesel,64669,484,1,No
S-Class,2020,Global,Black,Petrol,162203,518,1,Yes
A-Class,2023,Global,Grey,Petrol,49246,263,1,Yes
GLS,2021,Global,White,Petrol,178840,429,1,Yes
CLA,2021,Global,Black,Diesel,70625,400,1,Yes
GLS,2025,Global,Silver,Petrol,206842,569,1,No
GLB,2022,Global,Black,Petrol,91135,265,1,Yes
C-Class,2025,Global,Blue,Petrol,67889,394,1,Yes
E-Class,2021,Global,Blue,Petrol,65543,432,1,Yes
